Time [h];Concentration [ug/mL]
0.4316546762589937; 1.5216138328530278
1.467625899280577; 2.3515850144092223
2.9784172661870443; 1.9711815561959671
5.956834532374096; 1.4870317002881865
8.978417266187044; 1.2449567723342962
11.956834532374103; 1.0374639769452472
24; 0.8299711815561981
